time,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,class,label
518,-1.00E-05,-5.00E-05,-3.00E-05,-1.00E-05,-2.00E-05,0,-1.00E-05,-3.00E-05,0,1
519,-1.00E-05,-5.00E-05,-3.00E-05,-1.00E-05,-2.00E-05,0,-1.00E-05,-3.00E-05,0,1
520,-1.00E-05,-5.00E-05,-3.00E-05,-1.00E-05,-2.00E-05,0,-1.00E-05,-3.00E-05,0,1
521,-1.00E-05,-5.00E-05,-3.00E-05,-1.00E-05,-2.00E-05,0,-1.00E-05,-3.00E-05,0,1
522,-1.00E-05,-5.00E-05,-3.00E-05,-1.00E-05,-2.00E-05,0,-1.00E-05,-3.00E-05,0,1
523,-1.00E-05,-5.00E-05,-3.00E-05,-1.00E-05,-2.00E-05,0,-1.00E-05,-3.00E-05,0,1
524,-1.00E-05,-5.00E-05,-3.00E-05,-1.00E-05,-2.00E-05,0,-1.00E-05,-3.00E-05,0,1
525,-1.00E-05,-5.00E-05,-3.00E-05,-1.00E-05,-2.00E-05,0,-1.00E-05,-3.00E-05,0,1
526,-1.00E-05,-5.00E-05,-3.00E-05,-1.00E-05,-2.00E-05,0,-1.00E-05,-3.00E-05,0,1
529,-1.00E-05,-7.00E-05,-5.00E-05,-4.00E-05,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,0,1
530,-1.00E-05,-7.00E-05,-5.00E-05,-4.00E-05,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,0,1
531,-1.00E-05,-7.00E-05,-5.00E-05,-4.00E-05,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,0,1
532,-1.00E-05,-7.00E-05,-5.00E-05,-4.00E-05,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,0,1
533,-1.00E-05,-7.00E-05,-5.00E-05,-4.00E-05,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,0,1
534,-1.00E-05,-7.00E-05,-5.00E-05,-4.00E-05,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,0,1
535,-1.00E-05,-7.00E-05,-5.00E-05,-4.00E-05,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,0,1
536,-1.00E-05,-7.00E-05,-5.00E-05,-4.00E-05,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,0,1
539,-1.00E-05,-7.00E-05,-5.00E-05,-4.00E-05,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,0,1
540,-1.00E-05,-7.00E-05,-5.00E-05,-4.00E-05,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,0,1
541,-1.00E-05,-7.00E-05,-5.00E-05,-4.00E-05,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,0,1
542,-1.00E-05,1.00E-05,1.00E-05,2.00E-05,0,1.00E-05,-1.00E-05,-2.00E-05,0,1
544,-1.00E-05,1.00E-05,1.00E-05,2.00E-05,0,1.00E-05,-1.00E-05,-2.00E-05,0,1
545,-1.00E-05,1.00E-05,1.00E-05,2.00E-05,0,1.00E-05,-1.00E-05,-2.00E-05,0,1
546,-1.00E-05,1.00E-05,1.00E-05,2.00E-05,0,1.00E-05,-1.00E-05,-2.00E-05,0,1
547,-1.00E-05,1.00E-05,1.00E-05,2.00E-05,0,1.00E-05,-1.00E-05,-2.00E-05,0,1
548,-1.00E-05,1.00E-05,1.00E-05,2.00E-05,0,1.00E-05,-1.00E-05,-2.00E-05,0,1
549,-1.00E-05,1.00E-05,1.00E-05,2.00E-05,0,1.00E-05,-1.00E-05,-2.00E-05,0,1
550,-1.00E-05,1.00E-05,1.00E-05,2.00E-05,0,1.00E-05,-1.00E-05,-2.00E-05,0,1
551,-1.00E-05,1.00E-05,1.00E-05,2.00E-05,0,1.00E-05,-1.00E-05,-2.00E-05,0,1
552,-1.00E-05,1.00E-05,1.00E-05,2.00E-05,0,1.00E-05,-1.00E-05,-2.00E-05,0,1
553,-1.00E-05,1.00E-05,1.00E-05,2.00E-05,0,1.00E-05,-1.00E-05,-2.00E-05,0,1
554,-1.00E-05,1.00E-05,1.00E-05,2.00E-05,0,1.00E-05,-1.00E-05,-2.00E-05,0,1
555,-1.00E-05,1.00E-05,1.00E-05,2.00E-05,0,1.00E-05,-1.00E-05,-2.00E-05,0,1
556,-1.00E-05,1.00E-05,1.00E-05,2.00E-05,0,1.00E-05,-1.00E-05,-2.00E-05,0,1
557,-1.00E-05,1.00E-05,1.00E-05,2.00E-05,0,1.00E-05,-1.00E-05,-2.00E-05,0,1
558,-2.00E-05,1.00E-05,-3.00E-05,-3.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,-2.00E-05,0,1
559,-2.00E-05,0,-3.00E-05,-3.00E-05,-1.00E-05,0,-1.00E-05,-1.00E-05,0,1
560,-2.00E-05,0,-3.00E-05,-3.00E-05,-1.00E-05,0,-1.00E-05,-1.00E-05,0,1
561,-2.00E-05,0,-3.00E-05,-3.00E-05,-1.00E-05,0,-1.00E-05,-1.00E-05,0,1
562,-2.00E-05,0,-3.00E-05,-3.00E-05,-1.00E-05,0,-1.00E-05,-1.00E-05,0,1
563,-2.00E-05,0,-3.00E-05,-3.00E-05,-1.00E-05,0,-1.00E-05,-1.00E-05,0,1
564,-2.00E-05,0,-3.00E-05,-3.00E-05,-1.00E-05,0,-1.00E-05,-1.00E-05,0,1
565,-2.00E-05,0,-3.00E-05,-3.00E-05,-1.00E-05,0,-1.00E-05,-1.00E-05,0,1
566,-2.00E-05,0,-3.00E-05,-3.00E-05,-1.00E-05,0,-1.00E-05,-1.00E-05,0,1
567,-2.00E-05,0,-3.00E-05,-3.00E-05,-1.00E-05,0,-1.00E-05,-1.00E-05,0,1
568,-2.00E-05,0,-3.00E-05,-3.00E-05,-1.00E-05,0,-1.00E-05,-1.00E-05,0,1
569,-2.00E-05,0,-3.00E-05,-3.00E-05,-1.00E-05,0,-1.00E-05,-1.00E-05,0,1
570,-2.00E-05,0,-3.00E-05,-3.00E-05,-1.00E-05,0,-1.00E-05,-1.00E-05,0,1
571,-2.00E-05,0,-3.00E-05,-3.00E-05,-1.00E-05,0,-1.00E-05,-1.00E-05,0,1
572,-2.00E-05,0,-3.00E-05,-3.00E-05,-1.00E-05,0,-1.00E-05,-1.00E-05,0,1
573,-2.00E-05,0,-3.00E-05,-3.00E-05,-1.00E-05,0,-1.00E-05,-1.00E-05,0,1
574,-2.00E-05,0,-3.00E-05,-3.00E-05,-1.00E-05,0,-1.00E-05,-1.00E-05,0,1
575,-2.00E-05,0,-3.00E-05,-3.00E-05,-1.00E-05,0,-1.00E-05,-1.00E-05,0,1
576,-2.00E-05,0,-3.00E-05,-3.00E-05,-1.00E-05,0,-1.00E-05,-1.00E-05,0,1
577,-2.00E-05,0,-3.00E-05,-3.00E-05,-1.00E-05,0,-1.00E-05,-1.00E-05,0,1
578,-2.00E-05,0,-3.00E-05,-3.00E-05,-1.00E-05,0,-1.00E-05,-1.00E-05,0,1
579,-2.00E-05,0,-3.00E-05,-3.00E-05,-1.00E-05,0,-1.00E-05,-1.00E-05,0,1
580,-3.00E-05,-2.00E-05,1.00E-05,-2.00E-05,-1.00E-05,-2.00E-05,0,-3.00E-05,0,1
581,-3.00E-05,-2.00E-05,1.00E-05,-2.00E-05,-1.00E-05,-2.00E-05,0,-3.00E-05,0,1
582,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,1.00E-05,-3.00E-05,-1.00E-05,0,0,1
583,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,1.00E-05,-3.00E-05,-1.00E-05,0,0,1
584,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,1.00E-05,-3.00E-05,-1.00E-05,0,0,1
585,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,1.00E-05,-3.00E-05,-1.00E-05,0,0,1
586,-2.00E-05,0,-3.00E-05,1.00E-05,-3.00E-05,0,-2.00E-05,0,0,1
588,-2.00E-05,0,-3.00E-05,1.00E-05,-3.00E-05,0,-2.00E-05,0,0,1
589,-2.00E-05,0,-3.00E-05,1.00E-05,-3.00E-05,0,-2.00E-05,0,0,1
590,-2.00E-05,0,-3.00E-05,1.00E-05,-3.00E-05,0,-2.00E-05,0,0,1
591,-2.00E-05,0,-3.00E-05,1.00E-05,-3.00E-05,0,-2.00E-05,0,0,1
592,-2.00E-05,0,-3.00E-05,1.00E-05,-3.00E-05,0,-2.00E-05,0,0,1
593,-2.00E-05,0,-3.00E-05,1.00E-05,-3.00E-05,0,-2.00E-05,0,0,1
594,-2.00E-05,0,-3.00E-05,1.00E-05,-3.00E-05,0,-2.00E-05,0,0,1
595,-2.00E-05,0,-3.00E-05,1.00E-05,-3.00E-05,0,-2.00E-05,0,0,1
596,-2.00E-05,0,-3.00E-05,1.00E-05,-3.00E-05,0,-2.00E-05,0,0,1
597,-2.00E-05,0,-3.00E-05,1.00E-05,-3.00E-05,0,-2.00E-05,0,0,1
598,-2.00E-05,0,-3.00E-05,1.00E-05,-3.00E-05,0,-2.00E-05,0,0,1
599,-2.00E-05,0,-3.00E-05,1.00E-05,-3.00E-05,0,-2.00E-05,0,0,1
600,-2.00E-05,0,-3.00E-05,1.00E-05,-3.00E-05,0,-2.00E-05,0,0,1
601,-2.00E-05,0,-3.00E-05,1.00E-05,-3.00E-05,0,-2.00E-05,0,0,1
602,0,-2.00E-05,-2.00E-05,-1.00E-05,-2.00E-05,-2.00E-05,0,-2.00E-05,0,1
603,0,-2.00E-05,-2.00E-05,-1.00E-05,-2.00E-05,-2.00E-05,0,-2.00E-05,0,1
604,0,-2.00E-05,-2.00E-05,-1.00E-05,-2.00E-05,-2.00E-05,0,-2.00E-05,0,1
605,0,-2.00E-05,-2.00E-05,-1.00E-05,-2.00E-05,-2.00E-05,0,-2.00E-05,0,1
606,0,-2.00E-05,-2.00E-05,-1.00E-05,-2.00E-05,-2.00E-05,0,-2.00E-05,0,1
607,0,-2.00E-05,-2.00E-05,-1.00E-05,-2.00E-05,-2.00E-05,0,-2.00E-05,0,1
608,0,-2.00E-05,-2.00E-05,-1.00E-05,-2.00E-05,-2.00E-05,0,-2.00E-05,0,1
609,-1.00E-05,-3.00E-05,-4.00E-05,-3.00E-05,0,-1.00E-05,2.00E-05,1.00E-05,0,1
610,-1.00E-05,-3.00E-05,-4.00E-05,-3.00E-05,0,-1.00E-05,2.00E-05,1.00E-05,0,1
611,-1.00E-05,-3.00E-05,-4.00E-05,-3.00E-05,0,-1.00E-05,2.00E-05,1.00E-05,0,1
612,-1.00E-05,-3.00E-05,-4.00E-05,-3.00E-05,0,-1.00E-05,2.00E-05,1.00E-05,0,1
613,-1.00E-05,-3.00E-05,-4.00E-05,-3.00E-05,0,-1.00E-05,2.00E-05,1.00E-05,0,1
614,-1.00E-05,-3.00E-05,-4.00E-05,-3.00E-05,0,-1.00E-05,2.00E-05,1.00E-05,0,1
615,-1.00E-05,-3.00E-05,-4.00E-05,-3.00E-05,0,-1.00E-05,2.00E-05,1.00E-05,0,1
616,-1.00E-05,-3.00E-05,-4.00E-05,-3.00E-05,0,-1.00E-05,2.00E-05,1.00E-05,0,1
617,-1.00E-05,-3.00E-05,-4.00E-05,-3.00E-05,0,-1.00E-05,2.00E-05,1.00E-05,0,1
618,-1.00E-05,-3.00E-05,-4.00E-05,-3.00E-05,0,-1.00E-05,2.00E-05,1.00E-05,0,1
619,-1.00E-05,-3.00E-05,-4.00E-05,-3.00E-05,0,-1.00E-05,2.00E-05,1.00E-05,0,1
620,-1.00E-05,-3.00E-05,-4.00E-05,-3.00E-05,0,-1.00E-05,2.00E-05,1.00E-05,0,1
621,-1.00E-05,-3.00E-05,-4.00E-05,-3.00E-05,0,-1.00E-05,2.00E-05,1.00E-05,0,1
622,-1.00E-05,-3.00E-05,-4.00E-05,-3.00E-05,0,-1.00E-05,2.00E-05,1.00E-05,0,1
623,-1.00E-05,-3.00E-05,-4.00E-05,-3.00E-05,0,-1.00E-05,2.00E-05,1.00E-05,0,1
624,-1.00E-05,-3.00E-05,-4.00E-05,-3.00E-05,0,-1.00E-05,2.00E-05,1.00E-05,0,1
625,-1.00E-05,-3.00E-05,-4.00E-05,-3.00E-05,0,-1.00E-05,2.00E-05,1.00E-05,0,1
626,-1.00E-05,-3.00E-05,-4.00E-05,-3.00E-05,0,-1.00E-05,2.00E-05,1.00E-05,0,1
627,-1.00E-05,-3.00E-05,-4.00E-05,-3.00E-05,0,-1.00E-05,2.00E-05,1.00E-05,0,1
628,-1.00E-05,-3.00E-05,-4.00E-05,-3.00E-05,0,-1.00E-05,2.00E-05,1.00E-05,0,1
629,-1.00E-05,-3.00E-05,-4.00E-05,-3.00E-05,0,-1.00E-05,2.00E-05,1.00E-05,0,1
630,-1.00E-05,-3.00E-05,-4.00E-05,-3.00E-05,0,-1.00E-05,2.00E-05,1.00E-05,0,1
631,-1.00E-05,-3.00E-05,-4.00E-05,-3.00E-05,0,-1.00E-05,2.00E-05,1.00E-05,0,1
632,-1.00E-05,-3.00E-05,-4.00E-05,-3.00E-05,0,-1.00E-05,2.00E-05,1.00E-05,0,1
633,-4.00E-05,-6.00E-05,-1.00E-05,0,0,-3.00E-05,0,0,0,1
634,-4.00E-05,-6.00E-05,-1.00E-05,0,0,-3.00E-05,0,0,0,1
635,-4.00E-05,-6.00E-05,-1.00E-05,0,0,-3.00E-05,0,0,0,1
636,-4.00E-05,-6.00E-05,-1.00E-05,0,0,-3.00E-05,0,0,0,1
639,-4.00E-05,-6.00E-05,-1.00E-05,0,0,-3.00E-05,0,0,0,1
640,-4.00E-05,-6.00E-05,-1.00E-05,0,0,-3.00E-05,0,0,0,1
641,-4.00E-05,-6.00E-05,-1.00E-05,0,0,-3.00E-05,0,0,0,1
642,-4.00E-05,-6.00E-05,-1.00E-05,0,0,-3.00E-05,0,0,0,1
643,-4.00E-05,-6.00E-05,-1.00E-05,0,0,-3.00E-05,0,0,0,1
644,-4.00E-05,-6.00E-05,-1.00E-05,0,0,-3.00E-05,0,0,0,1
645,-4.00E-05,-6.00E-05,-1.00E-05,0,0,-3.00E-05,0,0,0,1
646,-4.00E-05,-6.00E-05,-1.00E-05,0,0,-3.00E-05,0,0,0,1
647,-4.00E-05,-6.00E-05,-1.00E-05,0,0,-3.00E-05,0,0,0,1
648,-4.00E-05,-6.00E-05,-1.00E-05,0,0,-3.00E-05,0,0,0,1
649,-4.00E-05,-6.00E-05,-1.00E-05,0,0,-3.00E-05,0,0,0,1
650,-4.00E-05,-6.00E-05,-1.00E-05,0,0,-3.00E-05,0,0,0,1
651,-4.00E-05,-6.00E-05,-1.00E-05,0,0,-3.00E-05,0,0,0,1
652,-4.00E-05,-6.00E-05,-1.00E-05,0,0,-3.00E-05,0,0,0,1
653,-4.00E-05,-6.00E-05,-1.00E-05,0,0,-3.00E-05,0,0,0,1
654,-4.00E-05,-6.00E-05,-1.00E-05,0,0,-3.00E-05,0,0,0,1
655,1.00E-05,2.00E-05,1.00E-05,0,-1.00E-05,-2.00E-05,-3.00E-05,-1.00E-05,0,1
656,-1.00E-05,-1.00E-05,-3.00E-05,-1.00E-05,0,2.00E-05,0,0,0,1
657,-1.00E-05,-1.00E-05,-3.00E-05,-1.00E-05,0,2.00E-05,0,0,0,1
658,-1.00E-05,-1.00E-05,-3.00E-05,-1.00E-05,0,2.00E-05,0,0,0,1
659,-1.00E-05,-1.00E-05,-3.00E-05,-1.00E-05,0,2.00E-05,0,0,0,1
660,-1.00E-05,-1.00E-05,-3.00E-05,-1.00E-05,0,2.00E-05,0,0,0,1
661,-1.00E-05,-1.00E-05,-3.00E-05,-1.00E-05,0,2.00E-05,0,0,0,1
662,1.00E-05,0,1.00E-05,0,-1.00E-05,-1.00E-05,-1.00E-05,0,0,1
663,1.00E-05,4.00E-05,-1.00E-05,-1.00E-05,0,-2.00E-05,-2.00E-05,-2.00E-05,0,1
664,1.00E-05,4.00E-05,-1.00E-05,-1.00E-05,0,-2.00E-05,-2.00E-05,-2.00E-05,0,1
665,1.00E-05,4.00E-05,-1.00E-05,-1.00E-05,0,-2.00E-05,-2.00E-05,-2.00E-05,0,1
666,1.00E-05,4.00E-05,-1.00E-05,-1.00E-05,0,-2.00E-05,-2.00E-05,-2.00E-05,0,1
667,1.00E-05,4.00E-05,-1.00E-05,-1.00E-05,0,-2.00E-05,-2.00E-05,-2.00E-05,0,1
668,1.00E-05,4.00E-05,-1.00E-05,-1.00E-05,0,-2.00E-05,-2.00E-05,-2.00E-05,0,1
670,1.00E-05,4.00E-05,-1.00E-05,-1.00E-05,0,-2.00E-05,-2.00E-05,-2.00E-05,0,1
671,1.00E-05,4.00E-05,-1.00E-05,-1.00E-05,0,-2.00E-05,-2.00E-05,-2.00E-05,0,1
672,1.00E-05,4.00E-05,-1.00E-05,-1.00E-05,0,-2.00E-05,-2.00E-05,-2.00E-05,0,1
673,1.00E-05,4.00E-05,-1.00E-05,-1.00E-05,0,-2.00E-05,-2.00E-05,-2.00E-05,0,1
674,1.00E-05,4.00E-05,-1.00E-05,-1.00E-05,0,-2.00E-05,-2.00E-05,-2.00E-05,0,1
675,1.00E-05,4.00E-05,-1.00E-05,-1.00E-05,0,-2.00E-05,-2.00E-05,-2.00E-05,0,1
676,1.00E-05,4.00E-05,-1.00E-05,-1.00E-05,0,-2.00E-05,-2.00E-05,-2.00E-05,0,1
677,1.00E-05,4.00E-05,-1.00E-05,-1.00E-05,0,-2.00E-05,-2.00E-05,-2.00E-05,0,1
678,-2.00E-05,-1.00E-05,1.00E-05,0,0,0,1.00E-05,-2.00E-05,0,1
679,-2.00E-05,-1.00E-05,1.00E-05,0,0,0,1.00E-05,-2.00E-05,0,1
680,-2.00E-05,-1.00E-05,1.00E-05,0,0,0,1.00E-05,-2.00E-05,0,1
681,-2.00E-05,-1.00E-05,1.00E-05,0,0,0,1.00E-05,-2.00E-05,0,1
682,-2.00E-05,-1.00E-05,1.00E-05,0,0,0,1.00E-05,-2.00E-05,0,1
683,-2.00E-05,-1.00E-05,1.00E-05,0,0,0,1.00E-05,-2.00E-05,0,1
684,3.00E-05,2.00E-05,-1.00E-05,-1.00E-05,0,-2.00E-05,-1.00E-05,1.00E-05,0,1
685,3.00E-05,2.00E-05,-1.00E-05,-1.00E-05,0,-2.00E-05,-1.00E-05,1.00E-05,0,1
686,3.00E-05,2.00E-05,-1.00E-05,-1.00E-05,0,-2.00E-05,-1.00E-05,1.00E-05,0,1
689,3.00E-05,2.00E-05,-1.00E-05,-1.00E-05,0,-2.00E-05,-1.00E-05,1.00E-05,0,1
690,3.00E-05,2.00E-05,-1.00E-05,-1.00E-05,0,-2.00E-05,-1.00E-05,1.00E-05,0,1
691,3.00E-05,2.00E-05,-1.00E-05,-1.00E-05,0,-2.00E-05,-1.00E-05,1.00E-05,0,1
692,3.00E-05,2.00E-05,-1.00E-05,-1.00E-05,0,-2.00E-05,-1.00E-05,1.00E-05,0,1
693,3.00E-05,2.00E-05,-1.00E-05,-1.00E-05,0,-2.00E-05,-1.00E-05,1.00E-05,0,1
694,3.00E-05,2.00E-05,-1.00E-05,-1.00E-05,0,-2.00E-05,-1.00E-05,1.00E-05,0,1
695,3.00E-05,2.00E-05,-1.00E-05,-1.00E-05,0,-2.00E-05,-1.00E-05,1.00E-05,0,1
696,3.00E-05,2.00E-05,-1.00E-05,-1.00E-05,0,-2.00E-05,-1.00E-05,1.00E-05,0,1
697,3.00E-05,2.00E-05,-1.00E-05,-1.00E-05,0,-2.00E-05,-1.00E-05,1.00E-05,0,1
698,3.00E-05,2.00E-05,-1.00E-05,-1.00E-05,0,-2.00E-05,-1.00E-05,1.00E-05,0,1
699,3.00E-05,2.00E-05,-1.00E-05,-1.00E-05,0,-2.00E-05,-1.00E-05,1.00E-05,0,1
700,3.00E-05,2.00E-05,-1.00E-05,-1.00E-05,0,-2.00E-05,-1.00E-05,1.00E-05,0,1
701,3.00E-05,2.00E-05,-1.00E-05,-1.00E-05,0,-2.00E-05,-1.00E-05,1.00E-05,0,1
702,3.00E-05,2.00E-05,-1.00E-05,-1.00E-05,0,-2.00E-05,-1.00E-05,1.00E-05,0,1
703,3.00E-05,2.00E-05,-1.00E-05,-1.00E-05,0,-2.00E-05,-1.00E-05,1.00E-05,0,1
704,3.00E-05,2.00E-05,-1.00E-05,-1.00E-05,0,-2.00E-05,-1.00E-05,1.00E-05,0,1
705,3.00E-05,2.00E-05,-1.00E-05,-1.00E-05,0,-2.00E-05,-1.00E-05,1.00E-05,0,1
706,3.00E-05,2.00E-05,-1.00E-05,-1.00E-05,0,-2.00E-05,-1.00E-05,1.00E-05,0,1
707,3.00E-05,2.00E-05,-1.00E-05,-1.00E-05,0,-2.00E-05,-1.00E-05,1.00E-05,0,1
708,-1.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,-3.00E-05,-1.00E-05,-2.00E-05,0,0,1
709,0,-1.00E-05,2.00E-05,1.00E-05,0,0,0,-1.00E-05,0,1
710,0,-1.00E-05,2.00E-05,1.00E-05,0,0,0,-1.00E-05,0,1
711,0,-1.00E-05,2.00E-05,1.00E-05,0,0,0,-1.00E-05,0,1
712,0,-1.00E-05,2.00E-05,1.00E-05,0,0,0,-1.00E-05,0,1
713,0,-1.00E-05,2.00E-05,1.00E-05,0,0,0,-1.00E-05,0,1
714,0,-1.00E-05,2.00E-05,1.00E-05,0,0,0,-1.00E-05,0,1
715,0,-1.00E-05,2.00E-05,1.00E-05,0,0,0,-1.00E-05,0,1
716,0,-1.00E-05,2.00E-05,1.00E-05,0,0,0,-1.00E-05,0,1
717,0,-1.00E-05,2.00E-05,1.00E-05,0,0,0,-1.00E-05,0,1
718,0,-1.00E-05,2.00E-05,1.00E-05,0,0,0,-1.00E-05,0,1
719,0,-1.00E-05,2.00E-05,1.00E-05,0,0,0,-1.00E-05,0,1
720,0,-1.00E-05,2.00E-05,1.00E-05,0,0,0,-1.00E-05,0,1
721,0,-1.00E-05,2.00E-05,1.00E-05,0,0,0,-1.00E-05,0,1
722,0,-1.00E-05,2.00E-05,1.00E-05,0,0,0,-1.00E-05,0,1
723,0,-1.00E-05,2.00E-05,1.00E-05,0,0,0,-1.00E-05,0,1
724,0,-1.00E-05,2.00E-05,1.00E-05,0,0,0,-1.00E-05,0,1
725,0,-1.00E-05,2.00E-05,1.00E-05,0,0,0,-1.00E-05,0,1
726,0,-1.00E-05,2.00E-05,1.00E-05,0,0,0,-1.00E-05,0,1
727,0,-1.00E-05,2.00E-05,1.00E-05,0,0,0,-1.00E-05,0,1
728,0,-1.00E-05,2.00E-05,1.00E-05,0,0,0,-1.00E-05,0,1
729,0,-1.00E-05,2.00E-05,1.00E-05,0,0,0,-1.00E-05,0,1
730,0,-1.00E-05,2.00E-05,1.00E-05,0,0,0,-1.00E-05,0,1
731,-2.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,-3.00E-05,1.00E-05,1.00E-05,0,0,1
732,-2.00E-05,2.00E-05,2.00E-05,0,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,0,1
733,-2.00E-05,2.00E-05,2.00E-05,0,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,0,1
734,-2.00E-05,2.00E-05,2.00E-05,0,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,0,1
735,-2.00E-05,2.00E-05,2.00E-05,0,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,0,1
736,-2.00E-05,2.00E-05,2.00E-05,0,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,0,1
739,-3.00E-05,-5.00E-05,-2.00E-05,-1.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,0,0,1
740,-3.00E-05,-5.00E-05,-2.00E-05,-1.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,0,0,1
741,-3.00E-05,-5.00E-05,-2.00E-05,-1.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,0,0,1
742,-3.00E-05,-5.00E-05,-2.00E-05,-1.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,0,0,1
743,-3.00E-05,-5.00E-05,-2.00E-05,-1.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,0,0,1
744,-1.00E-05,-1.00E-05,3.00E-05,-4.00E-05,-3.00E-05,-2.00E-05,-3.00E-05,-2.00E-05,0,1
745,-1.00E-05,-1.00E-05,3.00E-05,-4.00E-05,-3.00E-05,-2.00E-05,-3.00E-05,-2.00E-05,0,1
746,-1.00E-05,-1.00E-05,3.00E-05,-4.00E-05,-3.00E-05,-2.00E-05,-3.00E-05,-2.00E-05,0,1
747,-1.00E-05,-1.00E-05,3.00E-05,-4.00E-05,-3.00E-05,-2.00E-05,-3.00E-05,-2.00E-05,0,1
748,-1.00E-05,-1.00E-05,3.00E-05,-4.00E-05,-3.00E-05,-2.00E-05,-3.00E-05,-2.00E-05,0,1
749,-1.00E-05,-1.00E-05,3.00E-05,-4.00E-05,-3.00E-05,-2.00E-05,-3.00E-05,-2.00E-05,0,1
750,-1.00E-05,-1.00E-05,3.00E-05,-4.00E-05,-3.00E-05,-2.00E-05,-3.00E-05,-2.00E-05,0,1
751,-1.00E-05,-1.00E-05,3.00E-05,-4.00E-05,-3.00E-05,-2.00E-05,-3.00E-05,-2.00E-05,0,1
752,-1.00E-05,-1.00E-05,3.00E-05,-4.00E-05,-3.00E-05,-2.00E-05,-3.00E-05,-2.00E-05,0,1
753,-1.00E-05,-1.00E-05,3.00E-05,-4.00E-05,-3.00E-05,-2.00E-05,-3.00E-05,-2.00E-05,0,1
754,-1.00E-05,-1.00E-05,3.00E-05,-4.00E-05,-3.00E-05,-2.00E-05,-3.00E-05,-2.00E-05,0,1
755,-1.00E-05,-1.00E-05,3.00E-05,-4.00E-05,-3.00E-05,-2.00E-05,-3.00E-05,-2.00E-05,0,1
756,-1.00E-05,-1.00E-05,3.00E-05,-4.00E-05,-3.00E-05,-2.00E-05,-3.00E-05,-2.00E-05,0,1
757,-1.00E-05,-1.00E-05,3.00E-05,-4.00E-05,-3.00E-05,-2.00E-05,-3.00E-05,-2.00E-05,0,1
758,-1.00E-05,-1.00E-05,3.00E-05,-4.00E-05,-3.00E-05,-2.00E-05,-3.00E-05,-2.00E-05,0,1
759,-1.00E-05,-1.00E-05,3.00E-05,-4.00E-05,-3.00E-05,-2.00E-05,-3.00E-05,-2.00E-05,0,1
760,-1.00E-05,-1.00E-05,3.00E-05,-4.00E-05,-3.00E-05,-2.00E-05,-3.00E-05,-2.00E-05,0,1
761,-1.00E-05,0,1.00E-05,-2.00E-05,-3.00E-05,-1.00E-05,0,-1.00E-05,0,1
762,-1.00E-05,0,1.00E-05,-2.00E-05,-3.00E-05,-1.00E-05,0,-1.00E-05,0,1
763,-1.00E-05,0,1.00E-05,-2.00E-05,-3.00E-05,-1.00E-05,0,-1.00E-05,0,1
764,-1.00E-05,0,1.00E-05,-2.00E-05,-3.00E-05,-1.00E-05,0,-1.00E-05,0,1
765,-1.00E-05,0,1.00E-05,-2.00E-05,-3.00E-05,-1.00E-05,0,-1.00E-05,0,1
766,-1.00E-05,0,1.00E-05,-2.00E-05,-3.00E-05,-1.00E-05,0,-1.00E-05,0,1
767,-1.00E-05,0,1.00E-05,-2.00E-05,-3.00E-05,-1.00E-05,0,-1.00E-05,0,1
768,-1.00E-05,0,1.00E-05,-2.00E-05,-3.00E-05,-1.00E-05,0,-1.00E-05,0,1
769,-1.00E-05,0,1.00E-05,-2.00E-05,-3.00E-05,-1.00E-05,0,-1.00E-05,0,1
770,-1.00E-05,0,1.00E-05,-2.00E-05,-3.00E-05,-1.00E-05,0,-1.00E-05,0,1
771,-1.00E-05,0,1.00E-05,-2.00E-05,-3.00E-05,-1.00E-05,0,-1.00E-05,0,1
